gender,country,city,age,brand,department,category,target
M,Brasil,Jaguaquara,50.0,Walking Dead;Michael Kors;Lee,Men;Men;Men,Tops & Tees;Outerwear & Coats;Pants,0
F,China,Xinxiang,19.0,Under Armour;Snoozies,Women;Women,Tops & Tees;Plus,1
F,France,Roche,29.0,Beauty Night,Women,Intimates,0
F,China,Lan'Zhou,63.0,SK Hat shop,Women,Leggings,0
F,United States,Dubuque,40.0,Ray-Ban;Hurley;Allegra K,Women;Women;Women,Accessories;Fashion Hoodies & Sweatshirts;Tops & Tees,0
M,United States,Salt Lake City,20.0,DC,Men,Tops & Tees,0
M,United Kingdom,Dagenham,12.0,Weatherproof;LRG;Port Authority;2(x)ist,Men;Men;Men;Men,Shorts;Jeans;Tops & Tees;Underwear,0
M,United States,Cypress,34.0,Allegra K,Men,Pants,0
F,France,Bobigny,62.0,Chaus,Women,Sweaters,1
F,China,Harbin,25.0,Under Moments;Skelapparel;Boutique 9,Women;Women;Women,Intimates;Dresses;Shorts,0
F,Brasil,Camocim de São Félix,23.0,Levi's;Beach Joy;Gold Toe;Alfred Dunner;Roxy;Karen Nueburger;Coolibar;Woodleigh,Women;Women;Women;Women;Women;Women;Women;Women,Jeans;Swim;Plus;Jeans;Accessories;Sleep & Lounge;Swim;Skirts,0
M,France,Noroy-le-Bourg,33.0,Jockey;Levi's;Alpinestars,Men;Men;Men,Underwear;Accessories;Fashion Hoodies & Sweatshirts,0
F,Brasil,Cruz das Almas,59.0,A Pea in the Pod,Women,Maternity,0
M,United Kingdom,London,61.0,Hot Topic;Tri-Mountain;Wrangler;O'Neill;Life Is Good;SmartWool,Men;Men;Men;Men;Men;Men,Pants;Tops & Tees;Jeans;Swim;Active;Socks,0
F,United States,Houston,65.0,Duofold;TYR,Women;Women,Active;Swim,0
F,China,Jilin,70.0,Dearfoams,Women,Accessories,0
F,United States,Brownsburg,46.0,Hollywood Star Fashion,Women,Skirts,0
M,China,Tianjin,65.0,Manzella;Tommy Hilfiger;Russell Athletic;Savane;AG Adriano Goldschmied,Men;Men;Men;Men;Men,Accessories;Tops & Tees;Tops & Tees;Shorts;Jeans,1
F,United States,North Olmsted,59.0,Seafolly;Lingerie,Women;Women,Swim;Intimates,0
F,United States,New York,21.0,MW;Bali;ililily,Women;Women;Women,Swim;Intimates;Fashion Hoodies & Sweatshirts,0
M,United States,Lenexa,41.0,Volcom,Men,Pants,0
F,China,Jinan,17.0,A. Byer,Women,Blazers & Jackets,0
M,United States,Escondido,12.0,Quiksilver;Alpha Industries;Port Authority,Men;Men;Men,Swim;Outerwear & Coats;Outerwear & Coats,1
F,Brasil,Ouricuri,18.0,Elomi;You! Lingerie;Jess and Jane,Women;Women;Women,Maternity;Maternity;Fashion Hoodies & Sweatshirts,0
F,United Kingdom,Lymington,22.0,Allegra K,Women,Dresses,0
F,Japan,Tokyo,60.0,ECHO,Women,Swim,0
F,Brasil,São Paulo,15.0,ililily;Jones New York;Barmah Hats,Women;Women;Women,Leggings;Sweaters;Plus,0
M,China,Shanghai,39.0,Zero Restriction;C-IN2;TrendsBlue;G by GUESS,Men;Men;Men;Men,Active;Underwear;Accessories;Jeans,0
M,United Kingdom,Coventry,36.0,Bench;Champion,Men;Men,Outerwear & Coats;Active,0
M,China,Shenyang,42.0,Paul Fredrick;G-Star,Men;Men,Suits & Sport Coats;Tops & Tees,1
M,China,Nanjing,14.0,J.B. Icelandic (Extreme Cold Activity),Men,Socks,0
F,China,Taian,31.0,SK Hat shop,Women,Leggings,0
M,China,Dazhou,67.0,AG Adriano Goldschmied;Ray-Ban,Men;Men,Jeans;Accessories,0
F,Germany,Herrenberg,33.0,Angelina,Women,Accessories,0
F,France,Livry-Gargan,66.0,Bella,Women,Active,0
F,United States,McAllen,38.0,Up2date Fashion;Sock It To Me;Becca by Rebecca Virtue,Women;Women;Women,Sleep & Lounge;Socks & Hosiery;Swim,0
M,United States,Roseville,29.0,Quiksilver,Men,Fashion Hoodies & Sweatshirts,0
F,China,Harbin,48.0,Hurley,Women,Swim,1
F,China,Shanghai,67.0,Drawstrings;Foot Traffic,Women;Women,Intimates;Socks & Hosiery,0
M,China,Fuyang,17.0,Ecko Unltd.,Men,Shorts,0
M,Germany,Frankfurt am Main,25.0,Knocker,Men,Socks,0
M,United States,West Palm Beach,34.0,Lacoste;Allegra K,Men;Men,Fashion Hoodies & Sweatshirts;Pants,0
F,United States,Metairie,46.0,Calvin Klein,Women,Pants & Capris,0
M,United States,Corinth,62.0,Speedo;Element;Fred Perry,Men;Men;Men,Active;Tops & Tees;Fashion Hoodies & Sweatshirts,1
F,Brasil,Itabaiana,12.0,Bali,Women,Intimates,0
F,Brasil,Rio Claro,70.0,ViX;Under Moments,Women;Women,Swim;Intimates,1
F,China,Tianjin,38.0,LeggingsQueen,Women,Leggings,1
M,Brasil,João Pessoa,32.0,Columbia,Men,Accessories,0
F,United States,Dracut,53.0,L*Space,Women,Swim,1
F,China,Yichun,32.0,b.tempt'd by Wacoal;Tri-Mountain;Allen Allen;Carol Wright Gifts,Women;Women;Women;Women,Intimates;Sweaters;Fashion Hoodies & Sweatshirts;Sleep & Lounge,0
F,South Korea,Hwaseong City,54.0,DKNYC;Bridgedale;Cashmere Boutique,Women;Women;Women,Skirts;Socks & Hosiery;Outerwear & Coats,0
M,China,Jieyang,26.0,Acura,Men,Sleep & Lounge,1
F,China,Hohhot,32.0,Carol Wright Gifts,Women,Sleep & Lounge,0
F,Brasil,Mongaguá,65.0,Affliction,Women,Fashion Hoodies & Sweatshirts,0
F,France,Gennevilliers,56.0,Arianne,Women,Intimates,0
M,United States,Sanford,47.0,Victorinox,Men,Swim,0
F,United States,Wyndmoor,51.0,Woman Within;Nine West;Habitual;Maidenform;TrendsBlue;Calvin Klein,Women;Women;Women;Women;Women;Women,Pants & Capris;Accessories;Shorts;Intimates;Accessories;Intimates,0
M,Australia,Adelaide,58.0,Icebreaker,Men,Active,1
F,France,Chaville,20.0,Volcom,Women,Fashion Hoodies & Sweatshirts,0
M,China,Yueyang,23.0,Minecraft;BH Medwear;Nike,Men;Men;Men,Tops & Tees;Socks;Socks,0
F,China,Xianyang,54.0,Motherhood Maternity;Rampage;Xfy;boxed-gifts,Women;Women;Women;Women,Maternity;Intimates;Sweaters;Leggings,0
F,China,Jilin,22.0,Charter Club;Maidenform,Women;Women,Intimates;Intimates,0
M,China,Dalian,23.0,The Pajamagram Company;DC;Bjorn Borg,Men;Men;Men,Sleep & Lounge;Tops & Tees;Underwear,0
M,South Korea,Goyang City,63.0,Klymit,Men,Sweaters,0
M,United Kingdom,Portadown,28.0,Rounderbum;Authentic Pigment;Wrangler,Men;Men;Men,Underwear;Fashion Hoodies & Sweatshirts;Jeans,0
F,United Kingdom,Harrogate,53.0,NaNa;Carhartt,Women;Women,Shorts;Plus,0
M,China,Shanghai,29.0,Speedo;Russell Athletic;Cardi International,Men;Men;Men,Swim;Active;Suits & Sport Coats,0
F,France,Jarzé Villages,31.0,Betsey Johnson;Debbie Katz South Beach;Echomerx;Glamorise;G&G,Women;Women;Women;Women;Women,Intimates;Swim;Accessories;Plus;Plus,0
F,South Korea,Copper City,39.0,What Katie Did,Women,Intimates,0
F,United States,Raleigh,57.0,deLux,Women,Plus,0
F,United States,Houston,35.0,Sheridyn Swim,Women,Swim,1
M,Brasil,Rolândia,53.0,Allegra K;Hurley,Men;Men,Shorts;Tops & Tees,0
F,United States,Lexington,52.0,BGSD,Women,Plus,0
M,China,Quanzhou,27.0,Bayside Apparel;Gregg Homme;Benny's,Men;Men;Men,Tops & Tees;Underwear;Tops & Tees,0
M,China,Hokkai,60.0,Oakley;Sox Shop;Football Fanatics;Botany 500;Van Heusen,Men;Men;Men;Men;Men,Swim;Socks;Fashion Hoodies & Sweatshirts;Sleep & Lounge;Sweaters,0
M,Spain,Las Palmas de Gran Canaria,52.0,Paul Fredrick;O'Neill,Men;Men,Sweaters;Swim,0
F,Brasil,Marabá,38.0,Hot from Hollywood;FineBrandShop,Women;Women,Dresses;Fashion Hoodies & Sweatshirts,0
F,South Korea,Ulsan Metropolitan City,38.0,adidas;Agan Traders;Carhartt;High Style;eVogues Apparel,Women;Women;Women;Women;Women,Active;Skirts;Outerwear & Coats;Tops & Tees;Tops & Tees,0
F,China,Quanzhou,53.0,Eileen Fisher;Activewear Apparel,Women;Women,Pants & Capris;Fashion Hoodies & Sweatshirts,0
M,United States,New York,46.0,Columbia,Men,Tops & Tees,0
M,South Korea,Busan,12.0,Diesel,Men,Swim,0
F,China,Wenzhou,18.0,Breast is Best,Women,Maternity,0
F,China,Harbin,35.0,MyEyeglassCase;Hot from Hollywood;Adriana,Women;Women;Women,Plus;Dresses;Sleep & Lounge,0
M,Spain,null,17.0,Banana Republic,Men,Sweaters,1
F,China,Beijing,20.0,True Religion,Women,Shorts,0
M,United States,Wylie,40.0,Quiksilver;GUESS;Fred Perry;Quiksilver,Men;Men;Men;Men,Fashion Hoodies & Sweatshirts;Jeans;Tops & Tees;Shorts,0
F,China,Taiyuan,60.0,Patterson J. Kincaid;Wrangler,Women;Women,Shorts;Jeans,0
M,United States,Fullerton,35.0,Carhartt;Carhartt;Burnside,Men;Men;Men,Outerwear & Coats;Outerwear & Coats;Shorts,0
F,United States,Taylorsville,25.0,Sock It To Me,Women,Plus,0
M,Japan,Tokyo,61.0,Chaps;Stacy Adams,Men;Men,Sleep & Lounge;Socks,0
F,United States,Temple,15.0,Kasper,Women,Suits,1
M,Australia,Deanside,20.0,Hurley,Men,Tops & Tees,0
M,Brasil,Boituva,40.0,Lee,Men,Shorts,0
F,United States,Lancaster,35.0,DREAMS;Hurley,Women;Women,Sleep & Lounge;Swim,1
M,China,Shanghai,37.0,Alpha Industries,Men,Outerwear & Coats,0
M,United States,New York,29.0,Affazy;Joseph Abboud;Carhartt;Carhartt,Men;Men;Men;Men,Suits & Sport Coats;Suits & Sport Coats;Tops & Tees;Accessories,1
F,Brasil,Congonhas,25.0,Jezebel,Women,Intimates,0
F,United States,Davie,28.0,Flakisima;Berek;Anna-Kaci;Beach Joy;Dickies Girl,Women;Women;Women;Women;Women,Intimates;Blazers & Jackets;Shorts;Swim;Shorts,0
M,China,Changchun,69.0,point6;Chaos;Walls;Orvis,Men;Men;Men;Men,Socks;Accessories;Outerwear & Coats;Suits & Sport Coats,1
F,China,Wenzhou,16.0,Fashion Forms,Women,Intimates,0
M,Japan,West Tokyo,70.0,IZOD;Levi's,Men;Men,Jeans;Shorts,0
F,United States,Medford,21.0,Isotoner,Women,Accessories,0
M,Brasil,null,36.0,Daniel Buchler;Allegra K;C-IN2;Icebreaker,Men;Men;Men;Men,Sleep & Lounge;Pants;Underwear;Tops & Tees,1
F,China,Dongguan,24.0,Volcom;Jezebel;Democracy;Carhartt,Women;Women;Women;Women,Swim;Intimates;Jeans;Sweaters,0
F,Brasil,Miranda do Norte,65.0,D.E.P.T.;Hollywood Star Fashion;Folter,Women;Women;Women,Sweaters;Leggings;Dresses,0
M,China,Guangzhou,39.0,Calvin Klein Jeans,Men,Outerwear & Coats,0
F,Brasil,São Luís,12.0,SK Hat shop;Allegra K;ASICS;The North Face,Women;Women;Women;Women,Socks & Hosiery;Shorts;Swim;Outerwear & Coats,0
F,China,Guiyang,61.0,Bali,Women,Plus,0
M,Australia,McCrae,53.0,Mavi;Fruit of the Loom,Men;Men,Jeans;Underwear,1
M,China,Wenzhou,32.0,GM;Wrangler;King Formal Wear,Men;Men;Men,Tops & Tees;Tops & Tees;Suits & Sport Coats,0
F,United Kingdom,Sheffield,47.0,Wonderbra;Allegra K,Women;Women,Intimates;Maternity,0
M,United Kingdom,Dagenham,27.0,Eddie Bauer;RVCA,Men;Men,Tops & Tees;Sweaters,0
F,Brasil,Camocim,28.0,Allegra K;BCBGeneration;US Fairytailes;Dickies Girl;Ed Garments;Seafolly;Wacoal;LeggingsQueen,Women;Women;Women;Women;Women;Women;Women;Women,Blazers & Jackets;Shorts;Dresses;Pants & Capris;Sweaters;Swim;Intimates;Leggings,0
M,United States,Philadelphia,19.0,Fox Racing;SmartWool;Oak Hill,Men;Men;Men,Swim;Outerwear & Coats;Sweaters,0
F,France,Quimper,29.0,7 For All Mankind;HOTmilk,Women;Women,Jeans;Intimates,0
M,Belgium,Wemmel,20.0,Kanu Surf;Stacy Adams,Men;Men,Swim;Underwear,1
M,United States,Kingston,40.0,Jockey;Volcom,Men;Men,Underwear;Tops & Tees,0
M,France,Les Herbiers,27.0,LRG,Men,Accessories,1
F,South Korea,Suwon City,55.0,Danskin;Alfred Dunner,Women;Women,Tops & Tees;Blazers & Jackets,0
F,China,Hangzhou,35.0,Marrakech,Women,Shorts,0
M,China,Chengdu,55.0,ICECREAM,Men,Fashion Hoodies & Sweatshirts,0
M,Belgium,Plombières,37.0,Gold Toe;Savane;Haggar;Speedo,Men;Men;Men;Men,Socks;Shorts;Pants;Swim,0
F,Germany,Osnabrück,57.0,Allegra K;Hard Tail,Women;Women,Tops & Tees;Leggings,0
F,China,Foshan,13.0,KUT from the Kloth,Women,Jeans,0
M,Australia,Melbourne,47.0,PUMA,Men,Active,0
M,United States,Port St. Lucie,34.0,NEFF,Men,Accessories,0
M,China,Tongren,56.0,Eddie Bauer,Men,Tops & Tees,0
F,Australia,Sydney,24.0,STYLE,Women,Leggings,0
M,United States,San Antonio,23.0,Central Park,Men,Sweaters,0
M,China,Pingxiang,61.0,Tommy Hilfiger;Diesel;Wrangler;Haggar;Alexander Del Rossa;Wigwam,Men;Men;Men;Men;Men;Men,Sweaters;Underwear;Jeans;Pants;Sleep & Lounge;Accessories,0
F,China,Harbin,55.0,XOXO,Women,Outerwear & Coats,0
M,China,Baotou,47.0,Wrangler,Men,Jeans,0
M,China,Chongqing,56.0,IZOD;TYR;Hanes;Aegean;Rip Curl,Men;Men;Men;Men;Men,Shorts;Swim;Sleep & Lounge;Sleep & Lounge;Shorts,0
F,Spain,Sevilla,67.0,Calvin Klein Jeans;Double Platinum;FineBrandShop;Donna Karan,Women;Women;Women;Women,Jeans;Active;Leggings;Socks & Hosiery,1
M,South Korea,Seoul,12.0,Carhartt,Men,Outerwear & Coats,1
M,Spain,Azcoitia,56.0,KingSize,Men,Underwear,1
M,Brasil,Lago Verde,21.0,Tru-Spec;Dickies,Men;Men,Pants;Outerwear & Coats,0
M,United States,Winston-Salem,44.0,Ralph Lauren;Dockers,Men;Men,Suits & Sport Coats;Pants,0
F,Germany,Berlin,25.0,Sealed with a Kiss Designs Plus Size,Women,Accessories,0
F,China,Wenzhou,48.0,Sheridyn Swim,Women,Swim,0
M,China,Dongguan,21.0,Champion,Men,Underwear,0
M,United States,Rochester Hills,48.0,Quiksilver;American Essentials,Men;Men,Fashion Hoodies & Sweatshirts;Sleep & Lounge,0
F,Brasil,Pilar,56.0,Lucky Brand,Women,Tops & Tees,0
F,United States,Andover,33.0,Allegra K,Women,Shorts,0
F,China,Dongguan,13.0,Wrangler,Women,Jeans,1
F,United States,Gainesville,60.0,Maidenform;GUESS,Women;Women,Intimates;Dresses,0
F,China,Chengdu,35.0,XCVI;Farr West;Casual Socks;Rebecca Taylor;Stohlquist,Women;Women;Women;Women;Women,Pants & Capris;Intimates;Socks & Hosiery;Dresses;Swim,0
M,Brasil,Picos,62.0,Calvin Klein,Men,Outerwear & Coats,0
F,China,Shenyang,27.0,O'Neill;Berkshire;beltiscool,Women;Women;Women,Fashion Hoodies & Sweatshirts;Plus;Accessories,0
F,United States,Los Angeles,51.0,Allegra K;VIVILLI;Calvin Klein;Volcom;Sock It To Me,Women;Women;Women;Women;Women,Tops & Tees;Intimates;Swim;Swim;Plus,0
F,Belgium,Merchtem,16.0,Jones New York;Columbia;True Religion;KUT from the Kloth;eVogues Apparel,Women;Women;Women;Women;Women,Dresses;Active;Shorts;Fashion Hoodies & Sweatshirts;Plus,0
F,United States,New York,35.0,LOTUSTRADERS;FineBrandShop;Ice;Bolle,Women;Women;Women;Women,Jumpsuits & Rompers;Maternity;Skirts;Active,0
M,United States,Hartselle,39.0,Columbia,Men,Tops & Tees,0
M,Spain,Madrid,21.0,J.C. Rags;Original Penguin;2(x)ist;Dickies;Van Heusen,Men;Men;Men;Men;Men,Suits & Sport Coats;Suits & Sport Coats;Underwear;Active;Tops & Tees,0
M,United Kingdom,Chesterfield,61.0,Paul Fredrick;Calvin Klein,Men;Men,Sweaters;Pants,1
M,United States,Los Angeles,30.0,Gary Majdell Sport,Men,Swim,0
F,United Kingdom,Bedford,54.0,MAXSTUDIO,Women,Jumpsuits & Rompers,0
F,United States,Idaho Falls,34.0,Seafolly;Levi's,Women;Women,Swim;Pants & Capris,0
M,United Kingdom,Swadlincote,34.0,Key Industries;Nautica,Men;Men,Tops & Tees;Socks,0
M,Brasil,Poço Redondo,50.0,Hudson,Men,Jeans,1
F,Brasil,Niterói,60.0,Thorlo,Women,Socks & Hosiery,0
F,China,Hengyang,20.0,Calvin Klein,Women,Blazers & Jackets,1
F,China,Shanghai,63.0,Allegra K,Women,Dresses,0
M,Brasil,Fortaleza,39.0,RVCA;Saxx,Men;Men,Swim;Underwear,1
M,Brasil,Ulianopolis,59.0,Walls,Men,Jeans,0
F,Spain,Pueblo Nuevo,69.0,Roxy;Lacoste;Snoozies,Women;Women;Women,Shorts;Tops & Tees;Socks & Hosiery,0
F,Japan,Fujisawa City,60.0,maxandcleo;American Apparel;Wrapper,Women;Women;Women,Dresses;Intimates;Dresses,0
M,China,Tianjin,50.0,Nautica;Marc Ecko;Port Authority,Men;Men;Men,Pants;Suits & Sport Coats;Suits & Sport Coats,0
M,Brasil,Barra de São Francisco,51.0,Hurley,Men,Swim,0
F,China,Huizhou,38.0,Levi's;Helly Hansen,Women;Women,Jeans;Active,0
M,Australia,Melbourne,22.0,Kenneth Cole,Men,Sweaters,0
F,Germany,Alfeld (Leine),66.0,Allegra K;Eddie Bauer;Oakley,Women;Women;Women,Jumpsuits & Rompers;Pants & Capris;Plus,0
F,Germany,Rösrath,28.0,kensiegirl;Scarf_tradinginc;Joe's Jeans;Intimo;Karen Nueburger,Women;Women;Women;Women;Women,Sweaters;Accessories;Pants & Capris;Sleep & Lounge;Sleep & Lounge,0
M,China,Qingdao,51.0,Robert Graham,Men,Tops & Tees,0
F,Brasil,Itaperuna,14.0,Woolrich;Hot from Hollywood,Women;Women,Sweaters;Swim,0
F,China,Suzhou,66.0,Moving Comfort;Charter Club,Women;Women,Active;Sleep & Lounge,1
M,Brasil,Salvador,28.0,Dockers,Men,Socks,0
F,United States,Pinehurst,22.0,Brooks;Oakley,Women;Women,Accessories;Outerwear & Coats,1
M,United States,Corcoran,47.0,London Fog,Men,Outerwear & Coats,0
M,China,Beijing,26.0,Saucony;Calvin Klein;Marmot;Allegra K;True Religion,Men;Men;Men;Men;Men,Pants;Pants;Outerwear & Coats;Pants;Jeans,0
M,Germany,Kempten (Allgäu),30.0,Mavi,Men,Jeans,0
F,United States,Newark,50.0,Soho Girls,Women,Leggings,0
M,Brasil,Londrina,69.0,American Apparel;Russell Athletic,Men;Men,Underwear;Active,1
M,Brasil,Vila Velha,27.0,Fun Boxers,Men,Sleep & Lounge,0
F,Brasil,Ouro Preto,53.0,Braza,Women,Intimates,0
M,France,Strasbourg,43.0,Dockers,Men,Accessories,0
F,Spain,Écija,23.0,Life Is Good;Woman Within;Lee,Women;Women;Women,Fashion Hoodies & Sweatshirts;Pants & Capris;Jeans,0
M,Brasil,Curitiba,20.0,Diesel,Men,Swim,0
M,China,Beijing,20.0,adidas,Men,Active,0
M,South Korea,Busan,47.0,Munsingwear,Men,Underwear,0
F,China,Foshan,61.0,Anna-Kaci,Women,Sweaters,0
M,Brasil,São Paulo,57.0,Hanes;Van Heusen,Men;Men,Tops & Tees;Tops & Tees,0
F,France,Marville-Moutiers-Brûle,37.0,Allegra K,Women,Dresses,0
F,Germany,Waldbröl,58.0,Tokidoki,Women,Fashion Hoodies & Sweatshirts,0
F,South Korea,Busan,25.0,O'Neill,Women,Swim,0
F,South Korea,Daegu Metropolitan City,69.0,Lucky Brand,Women,Tops & Tees,0
F,China,Dongguan,22.0,D&Y,Women,Accessories,0
M,Brasil,Tanguá,23.0,UltraClub;Original Penguin;Port Authority;Russell Athletic,Men;Men;Men;Men,Fashion Hoodies & Sweatshirts;Tops & Tees;Sweaters;Active,0
M,United States,Middletown,24.0,Speedo;adidas;Tri-Mountain,Men;Men;Men,Swim;Active;Tops & Tees,0
M,United Kingdom,Bedford,68.0,Calvin Klein;St Croix;N2N;Grand River,Men;Men;Men;Men,Underwear;Sweaters;Underwear;Jeans,0
F,China,Baoding,15.0,US Fairytailes,Women,Dresses,0
M,Japan,Saitama City,62.0,Oakley;K. Bell,Men;Men,Shorts;Socks,0
F,France,Le Petit-Quevilly,12.0,Levi's;Sutton Studio,Women;Women,Jeans;Sweaters,0
F,China,Guangzhou,23.0,Sock It To Me,Women,Socks & Hosiery,0
F,China,Shijiazhuang,52.0,Alki'i,Women,Fashion Hoodies & Sweatshirts,0
F,Brasil,Passos,17.0,Allegra K;Smith;Barely There;Hollister;Democracy,Women;Women;Women;Women;Women,Tops & Tees;Accessories;Intimates;Shorts;Jeans,0
M,China,Hefei,35.0,American Apparel,Men,Pants,0
F,China,Shenzhen,46.0,Smith Optics;Roxy,Women;Women,Accessories;Shorts,0
M,United States,Los Angeles,55.0,Rapid Dominance;Ben Sherman,Men;Men,Tops & Tees;Sweaters,0
M,China,Hangzhou,35.0,Banana Republic,Men,Sweaters,0
M,Brasil,São Paulo,27.0,The Pajamagram Company;Dockers,Men;Men,Sleep & Lounge;Sweaters,1
M,France,Saint-Didier-de-la-Tour,67.0,Golds Gym,Men,Tops & Tees,0
F,United States,Fayetteville,29.0,Allegra K,Women,Dresses,0
F,France,Viry-Châtillon,55.0,Miss Elaine;Sam & Lavi;Speedo,Women;Women;Women,Sleep & Lounge;Dresses;Swim,0
M,China,Haikou,28.0,O'Neill;Wrangler,Men;Men,Swim;Jeans,0
F,South Korea,Seoul,37.0,Jessica Howard,Women,Dresses,0
M,China,Shanghai,12.0,Calvin Klein,Men,Underwear,0
F,Brasil,Indaial,15.0,Wallflower,Women,Jeans,0
F,Brasil,Porto Seguro,27.0,Vobaga,Women,Outerwear & Coats,0
F,China,Shanghai,54.0,Lucky Brand;Allegra K,Women;Women,Jeans;Fashion Hoodies & Sweatshirts,0
M,China,Ezhou,27.0,Speedo;A:X Armani Exchange;Dockers;Dickies,Men;Men;Men;Men,Swim;Pants;Pants;Sweaters,0
F,Spain,Barcelona,58.0,Lee,Women,Pants & Capris,0
F,Brasil,Esmeraldas,47.0,Excell;Versace,Women;Women,Socks & Hosiery;Accessories,0
F,China,Nanjing,53.0,Pettipant,Women,Intimates,1
M,United States,Plano,15.0,Sons Of Anarchy,Men,Swim,0
F,Brasil,Ibirité,29.0,Smith,Women,Plus,1
F,Brasil,Pontal,46.0,K. Bell,Women,Socks & Hosiery,0
F,Brasil,Londrina,36.0,Up2date Fashion;Roma Costume,Women;Women,Sleep & Lounge;Intimates,0
M,United States,Fairfield,42.0,Vince,Men,Sweaters,0
F,United States,Austin,55.0,Kate Spade,Women,Accessories,0
F,United Kingdom,Leicester,23.0,Arc'teryx;Anna-Kaci,Women;Women,Outerwear & Coats;Blazers & Jackets,0
F,Brasil,São Paulo,42.0,Jessica Howard;Calvin Klein,Women;Women,Dresses;Shorts,0
M,Brasil,Tomé-Açu,33.0,Calvin Klein,Men,Jeans,0
F,Germany,Bensheim,18.0,Commando,Women,Intimates,0
F,Germany,Döbeln,51.0,Aegean,Women,Sleep & Lounge,0
M,Australia,Reynard,18.0,Geoffrey Beene;UNIONBAY,Men;Men,Pants;Fashion Hoodies & Sweatshirts,0
M,Australia,Bethania,28.0,Key Industries;Volcom,Men;Men,Tops & Tees;Accessories,0
F,China,Kannada,28.0,Rebecca Taylor,Women,Dresses,0
M,Germany,Edewecht,67.0,Ben Sherman;Van Heusen,Men;Men,Tops & Tees;Tops & Tees,0
M,China,Zhengzhou,23.0,FOXFIRE,Men,Sleep & Lounge,0
M,South Korea,Seongnam City,12.0,Haggar;Port & Company;London Fog;Tommy Hilfiger;Levi's,Men;Men;Men;Men;Men,Shorts;Active;Outerwear & Coats;Tops & Tees;Shorts,0
M,United States,Muskego,44.0,KingSize,Men,Shorts,0
M,United Kingdom,Coventry,27.0,Kenneth Cole REACTION,Men,Pants,0
F,Brasil,Crateús,32.0,Dickies Girl;Hermanny by ViX,Women;Women,Shorts;Swim,1
F,United States,Tempe,12.0,Icebreaker;Kensie,Women;Women,Active;Dresses,0
F,Brasil,Belém,62.0,Motherhood Maternity;Allegra K;Marmot;LOTUSTRADERS,Women;Women;Women;Women,Maternity;Skirts;Outerwear & Coats;Jumpsuits & Rompers,0
M,China,Wuhan,12.0,Universal Textiles;Fred Perry,Men;Men,Socks;Fashion Hoodies & Sweatshirts,0
M,United States,Jersey City,19.0,Socksmith,Men,Socks,1
F,United States,Harrisonburg,20.0,Miss London,Women,Outerwear & Coats,0
M,China,Huaibei,66.0,Alki'i,Men,Accessories,0
F,Australia,Birkdale,18.0,Bali,Women,Intimates,1
F,China,Xi'an,12.0,Cloris Murphy;bebe,Women;Women,Swim;Fashion Hoodies & Sweatshirts,0
F,China,Dongguan,47.0,Metal Mulisha,Women,Fashion Hoodies & Sweatshirts,0
M,United States,Reading,28.0,Victorinox,Men,Sweaters,0
M,United States,Burlington Township,70.0,Michael Kors,Men,Underwear,0
M,South Korea,Pyeongtaek City,38.0,Emporio Armani;Kenneth Cole;The Little Alpaca's House,Men;Men;Men,Underwear;Outerwear & Coats;Sweaters,0
M,China,Chengdu,20.0,SmartWool;Baby Banz;Dockers;Diesel;BDI;mens cotton mix argyle socks,Men;Men;Men;Men;Men;Men,Underwear;Accessories;Socks;Sleep & Lounge;Active;Socks,0
F,Brasil,Salvador,16.0,NuBra;Allegra K;Flying Monkey Jeans,Women;Women;Women,Intimates;Shorts;Shorts,0
F,China,Tianjin,18.0,Angelina;Hanes,Women;Women,Intimates;Intimates,0
F,China,Shijiazhuang,44.0,Leonisa;Ilusion,Women;Women,Intimates;Maternity,0
M,China,Suzhou,19.0,Michael Kors,Men,Underwear,0
F,United Kingdom,Haywards Heath,49.0,Levi's;Only Hearts;Ames,Women;Women;Women,Shorts;Intimates;Maternity,1
M,China,Jiujiang,53.0,Natashas Cafe,Men,Accessories,0
M,United States,Florence,51.0,Ralph Lauren,Men,Shorts,0
M,China,Xiamen,58.0,Akademiks,Men,Pants,1
M,United States,Las Vegas,58.0,John Henry,Men,Sweaters,0
F,Australia,Melbourne,67.0,FineBrandShop,Women,Blazers & Jackets,0
F,China,Xiamen,40.0,Calvin Klein,Women,Blazers & Jackets,0
M,United Kingdom,Caddington,61.0,Quiksilver;Icebreaker,Men;Men,Accessories;Socks,0
F,Japan,Osaka City,16.0,American Apparel;Vanity Fair;DreamSacks;Nine West;Hanes,Women;Women;Women;Women;Women,Shorts;Intimates;Sleep & Lounge;Suits;Intimates,0
F,United States,Massillon,26.0,FineBrandShop,Women,Leggings,0
M,United States,Los Angeles,43.0,CasualMale;Diesel;Ecko Unltd.,Men;Men;Men,Sleep & Lounge;Jeans;Fashion Hoodies & Sweatshirts,1
M,United States,Santa Barbara,49.0,Rock Revival,Men,Jeans,1
M,China,Xuzhou,51.0,Orvis;Quiksilver;Joseph Abboud;Alpha Industries,Men;Men;Men;Men,Pants;Swim;Suits & Sport Coats;Outerwear & Coats,0
F,United Kingdom,London,27.0,Allegra K;QT;Bella;Carol Wright Gifts,Women;Women;Women;Women,Blazers & Jackets;Intimates;Tops & Tees;Clothing Sets,0
M,Japan,Tokyo,67.0,Mavi;Mod-O-Doc,Men;Men,Jeans;Pants,0
